index	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MTCO3P12	117.09871637326438	-0.12010854098026053	0.10325686575618592	-1.163201498521807	0.24474775869998977	0.4280262385175167
CICP3	2.5917585729500754	0.11654420779202929	0.11772274263108479	0.9899888941362099	0.32217954738340115	0.5111946244352084
RP11-206L10.2	412.2559347062655	-0.05461136778341799	0.06575257645315402	-0.830558599058492	0.4062230311324935	0.5897001042285108
RP11-206L10.9	17.45137729472532	0.16719420075892955	0.06537172167468805	2.55759212815206	0.010539963491254632	0.05318315897732182
RP11-206L10.8	8.472892635123678	0.05016343719009899	0.07473580736708982	0.6712102131138366	0.5020866233389936	0.6731986919061742
FAM87B	4.069275987006035	-0.043057095116013695	0.0955318544230713	-0.45070929875737076	0.6521990795793544	0.7890104017808843
LINC01128	243.2070165558546	-0.09904470391324793	0.06316716418626898	-1.5679776857036405	0.11688634006616982	0.2621556771553864
LINC00115	53.785941864549265	-0.02979054752949117	0.07069629976612332	-0.42138764868944933	0.6734720368285119	0.8041452129496613
RP11-54O7.1	2.4726006593834176	0.061476928179912196	0.12343814424761068	0.4980383377814931	0.6184570206814632	0.7638577634394423
RP11-54O7.3	1.9758851080229116	0.020926457651346975	0.12550754566425196	0.16673465759045128	0.86757883442186	0.9272372993258676
SAMD11	6.156480038202512	-0.10973444964608545	0.10254932783752685	-1.0700650307522472	0.2845900380964934	0.4733431675998615
NOC2L	1180.5038844266055	-0.1592316491951391	0.04234945283374129	-3.759945844407078	0.0001699501433511998	0.0036070218424858642
KLHL17	336.1200226766239	-0.12123886306921228	0.05759104447915199	-2.1051686797085414	0.03527662755868413	0.11812488228936192
PLEKHN1	40.07609136157004	-0.2153062863099608	0.060711485994551305	-3.546384720829992	0.0003905555766879871	0.0061229780069462034
PERM1	24.466410033691407	-0.09811562442161798	0.08886167802505261	-1.104138776154513	0.26953294287124085	0.456492983184609
RP11-54O7.17	14.258673644228626	-0.4043843907063962	0.15821191213105715	-2.5559667743059604	0.010589322954153763	0.05337582102096884
HES4	112.63004708519505	-0.81859050270078	0.13498534948691862	-6.064291464312646	1.325366170008809e-09	4.005793422949409e-07
ISG15	1522.1242147109779	-0.06895288888136218	0.1160186162347826	-0.5943260755827734	0.5522940414744106	0.7142145504608265
AGRN	168.7856657075603	0.13422753645009194	0.07695449458214856	1.7442455723856998	0.08111627784536783	0.20584688767285023
RP11-465B22.3	22.26695367143985	-0.19431906375329458	0.07616009651343474	-2.551455061759493	0.010727415721488727	0.053788010328010574
RNF223	1.8501722949489732	-0.18832598911059786	0.1331188817514429	-1.4147203359342866	0.1571505094728219	0.31953357018500966
C1orf159	403.92901303872225	-0.22258252908333076	0.058497374765707884	-3.8050003094123857	0.00014180401345766043	0.0031972185357210183
LINC01342	10.08521641798527	0.08802066681942125	0.13990688949340407	0.6291374723442121	0.5292590599930042	0.6958382564535521
RP11-465B22.8	1.6799819658734054	0.07689771882289585	0.15220766042288095	0.5052158255980659	0.6134072561640183	0.7600978283994116
TTLL10-AS1	1.9160662258200245	-0.11298775111966543	0.12612659648169866	-0.8958281145409349	0.370344571829871	0.5575643494616646
TTLL10	4.389379402181502	-0.2981586478748313	0.09811163269592331	-3.0389734599454923	0.002373857662057229	0.02003833016724592
TNFRSF18	422.03353883518395	-0.170877727030482	0.11294824904161371	-1.5128851352757602	0.1303088383488526	0.2817354060626233
TNFRSF4	305.3416394794701	-0.31204422631510814	0.10917104789664413	-2.858305680188495	0.004259098818676291	0.02962263399170807
SDF4	3737.403557077358	-0.08439806086291267	0.024283005221049876	-3.4756019732578927	0.0005097081693013992	0.0073270932922393185
B3GALT6	351.3415547766195	0.004363953053649802	0.06433699518732224	0.06782960629329687	0.9459212756152154	0.9707644246604591
C1QTNF12	28.45696118622414	-0.04567179876422919	0.06873773284189477	-0.664435629107523	0.5064115354738619	0.6768272666014948
RP5-902P8.12	15.934848797720049	0.036720282116617584	0.07980267318100975	0.46013849728226563	0.645416813007731	0.7837725351208013
UBE2J2	1628.186037826648	0.005001466962269823	0.04899729187930506	0.10207639586673337	0.9186960365036129	0.9569708935332853
LINC01786	9.893194945795845	-0.21501525803973956	0.08487901558032737	-2.5331968870003507	0.01130274471665769	0.05576892860395392
SCNN1D	186.53090323051592	-0.22170846218451243	0.07580681210860277	-2.9246509122014954	0.003448428269594437	0.025738706406097645
ACAP3	2007.0967718394	-0.18082150581088652	0.042390820890857286	-4.265581604952724	1.9938211907822342e-05	0.0008562314491422196
PUSL1	269.3528397061557	-0.11538076754255393	0.0406916114135208	-2.835492710524995	0.004575505922607128	0.03110282832580336
INTS11	3026.707549591381	-0.13998425614541893	0.0331847158246191	-4.218335238584967	2.461127135503659e-05	0.0010010959559526554
RP5-890O3.9	34.00486753542531	-0.1881824840979102	0.05171747254523815	-3.638663585760186	0.000274056522450865	0.004886039015979735
CPTP	992.5499081494949	-0.047680145460189186	0.061452498885869296	-0.7758861938021694	0.43781618509589126	0.6187107629932881
TAS1R3	92.5823935244464	0.06502278364119439	0.05581426801339567	1.1649849752681276	0.2440250746494239	0.4271885970186546
DVL1	970.4236101716477	-0.15016074121384584	0.03914514016469856	-3.8359995795662565	0.00012505462114956615	0.0029398043738971718
MXRA8	88.72840485610415	-0.22895083610548414	0.07337444263131669	-3.120307669741213	0.0018066223286991954	0.0168239942832881
AURKAIP1	3037.021192935988	0.0007926952703876713	0.053072083487451925	0.01493620032036413	0.9880830794600962	0.993701444203046
CCNL2	3767.5958569983995	-0.0300315691473235	0.027388091018760868	-1.096519254545775	0.2728516018285725	0.4599278289347565
RP4-758J18.2	392.3341102088746	0.03520315267717701	0.046114593410738806	0.7633842147023934	0.44523429116915103	0.6251240250644372
MRPL20	909.4553806035832	-0.053798095925368425	0.0292528312389466	-1.839073130594716	0.0659044304578623	0.1792255223282891
RP4-758J18.13	50.026738831212484	0.0830702501627857	0.0850564617597721	0.9766483162373233	0.3287432904039703	0.5178469704288527
ANKRD65	6.349107722546524	-0.0663291828684844	0.09380004944352394	-0.7071337729775988	0.4794833498337391	0.6545062853864732
VWA1	23.635314691051907	-0.05499964109369067	0.07200196690949517	-0.7638630367254267	0.4449488667988343	0.6247967591481867
ATAD3C	21.479956028390895	-0.1967806116383903	0.0853011622213169	-2.3068925031506136	0.021060813572706363	0.08360250135918701
ATAD3B	660.8354294361257	-0.21704601071752286	0.06413912744830104	-3.383987580630427	0.0007144123461009623	0.009113708997022829
ATAD3A	432.1992103069265	-0.14245697950306352	0.052782405799268094	-2.698948207189125	0.006955900086696871	0.04078930880253823
TMEM240	23.51239664395209	0.12219206721728443	0.10223219940898517	1.1952405203418228	0.23199307124936286	0.41304467489597
SSU72	4908.533441469001	0.02213322329501363	0.04052859426581995	0.5461137672292726	0.5849877368607852	0.7395823463425272
RP5-832C2.5	12.748782361306857	0.07641973288695897	0.08513240187658047	0.8976574277529186	0.3693682124822949	0.5568119852932777
FNDC10	120.3099712572705	-0.10100602910425027	0.05566394641181197	-1.8145682369875349	0.06959028742964299	0.18617448660589195
RP11-345P4.9	127.97605352454357	-0.11953123797142018	0.03831734585990878	-3.1195072437541933	0.0018115380656470938	0.016844893470228654
MIB2	1980.9034847572186	-0.21483211159709092	0.05403431225178454	-3.9758461363593254	7.01294586267786e-05	0.0020005747713639096
MMP23B	30.909367749694976	-0.42939661471444707	0.13233304958366615	-3.2448176480884743	0.0011752585745685433	0.012663199000439128
CDK11B	1697.4997819009163	-0.07335187229711312	0.03366578047392787	-2.1788258363390614	0.02934460886362316	0.10443233733750791
SLC35E2B	2565.1992469747574	0.1236060242526348	0.04080256449555589	3.02936900610984	0.002450651535451002	0.020473830200127212
RP11-345P4.6	76.07731071632895	0.011913999895639706	0.08030828878721462	0.14835330294743448	0.8820639510396675	0.9362485259212341
MMP23A	26.26802342295156	0.16708022217332297	0.16389276216754173	1.0194484488736777	0.30799011511679	0.49762349293839453
CDK11A	1289.1777523319115	-0.0383176218062356	0.03991025858533057	-0.9600945512370005	0.3370076305259083	0.5261364714310914
RP1-283E3.4	251.55789492346435	-0.014810596261954377	0.07048124711310523	-0.21013527524827955	0.8335620944013182	0.9090185945658953
SLC35E2	150.46353921620596	0.0937831394020175	0.045202933803139916	2.074713553116835	0.03801309052573092	0.1240627287972008
NADK	15579.52869269275	0.16963855483916043	0.0613181481985307	2.7665309508356173	0.005665620648616932	0.035978197932719815
GNB1	15075.659897575468	-0.040776293643400206	0.02741253292124377	-1.4875055056222106	0.1368813501945017	0.29093074582464995
RP1-140A9.1	7.886318116309097	-0.11818258497501923	0.09458880090421598	-1.2494352803424917	0.21150591120815032	0.38877033425073176
CALML6	11.61858538310192	-0.09024349515418296	0.11059642060532361	-0.8159712101011617	0.41451660203127183	0.597705954870504
TMEM52	6.89358010763207	0.08557195103510723	0.13869735180366893	0.6169688888958558	0.5372552465122593	0.7020986000204267
CFAP74	2.3206357481046234	0.044136704004440065	0.15963543794330237	0.276484373226176	0.7821760604115776	0.8769318586865399
GABRD	7.374845605185518	-0.21627134882442092	0.14209288787900376	-1.5220420392087624	0.12799854743756753	0.27869973711169066
PRKCZ	465.8707219595609	0.13972964515056563	0.06600287060868892	2.117023757632914	0.03425783153627991	0.1158767875891423
RP5-892K4.1	32.38485373297281	0.28936626325755876	0.09808853240492203	2.95005191904613	0.003177205333599452	0.02439296840847399
PRKCZ-AS1	221.7984004331321	0.15639914946292352	0.07035835237231136	2.2228938596417787	0.02622295792892166	0.09693846825651997
FAAP20	1082.6077733024042	-0.05885252642286344	0.04445695662837114	-1.3238091602812385	0.18556643311397436	0.35619983306233344
SKI	1979.2303212260506	0.03653260693349705	0.05371278251713984	0.6801473545303567	0.49641116278338315	0.6685925842609904
MORN1	44.26047558999625	0.055328709533605296	0.05232084744786684	1.0574887875953372	0.290288569134334	0.4793374941369636
RP4-740C4.5	25.95374506690121	0.005932298389645333	0.07143643751283578	0.08304303232617684	0.9338173229104707	0.9647681285592709
RP4-740C4.7	4.177250759078176	0.0909966888430003	0.10147068708615392	0.8967780888853089	0.36983734211211405	0.5572766766130851
RER1	3048.3616768691268	0.088622056536368	0.05303876674875108	1.6708921034340376	0.09474299153828057	0.22755252519816266
PEX10	133.3217752526246	-0.13316795118083416	0.03774001491806167	-3.5285611696221784	0.0004178253691710027	0.006399240756700469
PLCH2	897.1616299037192	-0.42102767478388464	0.10801476145590885	-3.897871634477907	9.704182963533424e-05	0.00250493812562473
RP3-395M20.2	3.029467025194274	-0.4059597939275937	0.12400685304563273	-3.273688380578502	0.0010615360659556657	0.011878670656206099
RP3-395M20.3	3.3859563670247588	-0.22186316058750571	0.1173684990413292	-1.8903126682175648	0.05871615550534222	0.16624755662291665
PANK4	1178.5120873310245	-0.14678768769439196	0.03424969678920774	-4.285809845202646	1.8207468149966323e-05	0.0008080663885069627
RP3-395M20.12	234.44492306792242	-0.265477274280708	0.055162902468572465	-4.812605254626627	1.4897536598782282e-06	0.00013911659154006872
RP3-395M20.8	491.1238169396847	-0.18079412598856004	0.06257077879329365	-2.8894338455627087	0.0038593620263370596	0.0277142818354436
TNFRSF14	6132.064472827908	-0.15526852607463187	0.035261775226698745	-4.403309960329763	1.06611674857017e-05	0.0005656815467913322
RP3-395M20.7	14.287620369844849	-0.10350812795008076	0.07549034074181472	-1.371144002437212	0.17033007031849523	0.33692837296029066
RP3-395M20.9	22.959334715812012	-0.22152869836798633	0.06613513881247099	-3.349636854866827	0.0008091757103877152	0.009928411324217613
FAM213B	436.09744287632725	-0.3607750885473075	0.0463480711995928	-7.78403672924532	7.024634985688168e-15	3.646243685940791e-12
MMEL1	12.576822410375756	-0.6763208558575309	0.08372719241174634	-8.077672693616414	6.601450540004757e-16	3.5027296565265237e-13
TTC34	43.76757158247967	-0.023645211112319136	0.0661331364686143	-0.35753953879899175	0.7206879319194085	0.8354549570539261
LINC00982	6.865212910376567	-0.17604846769691085	0.11194414916248409	-1.5726455470341818	0.11580091497482797	0.26060117312478487
PRDM16	9.239184423977688	-0.1604717426797437	0.13842484038183564	-1.1592698408543811	0.24634621102907828	0.43003425067563256
ARHGEF16	6.194181181134244	-0.0007693783172952311	0.09662229089010953	-0.007962741415128117	0.9936467187018404	0.9965264911980781
MEGF6	1326.9054736154503	-0.1086028007482283	0.06114091851610768	-1.7762703502666009	0.07568836773291888	0.1968210799780989
RP11-46F15.2	36.45542481431867	0.17721848329205536	0.08747021512438083	2.02604375718128	0.04276030079383919	0.13419922477057025
TPRG1L	2965.9456253041853	0.015045469042538938	0.04636005118607436	0.3245352120546903	0.7455328682028963	0.8531963331135235
WRAP73	899.1612960960605	0.03543575438453776	0.042518694387972955	0.8334158631776165	0.4046102312410699	0.5883604440525594
TP73	24.725232840211625	-0.0014662819923493507	0.10279042734665353	-0.014264771829427434	0.9886187447785828	0.9939830888247572
RP5-1092A11.5	1.81640384236893	0.0756655244510241	0.17114472648344312	0.4421142620385919	0.6584065244343984	0.7934975057500571
TP73-AS1	378.794735737318	-0.019548608822868855	0.036049155703235226	-0.5422764678262483	0.5876280641727181	0.7417814056702083
SMIM1	1050.5745769188782	-0.5157798066117082	0.13267022023984643	-3.887683352596093	0.00010120553361724877	0.002588199108907599
LRRC47	769.2432672026438	-0.005102011791476272	0.026907624527132988	-0.18961212225670568	0.849613087354791	0.9178035419069966
RN7SL574P	2.0972927320212755	0.13165129479842427	0.12067780993918766	1.0909320849024888	0.27530276779554363	0.4627202721845836
RP1-286D6.5	14.42388440186817	0.05581949015058696	0.062017310370288355	0.9000630600924822	0.36808669292488694	0.5554800889247582
CEP104	544.4346110099227	-0.14125602068758114	0.028661306540898483	-4.928457133871922	8.288151364122295e-07	8.638105937057452e-05
DFFB	201.02700857982927	-0.047850312159560954	0.03738965974068804	-1.279773939945473	0.20062465157121678	0.3753330242536249
C1orf174	535.8026326627667	-0.1569573738476997	0.03370289895409036	-4.65708822441372	3.2071303238037154e-06	0.0002423311732324725
LINC01134	30.028321354615944	-0.09276283653920792	0.11586798785323185	-0.8005907262039377	0.4233686212634227	0.6055695542986128
AJAP1	5.584402452924086	-0.6634759060462254	0.14807168733466317	-4.480774940766866	7.437250456986654e-06	0.00043883479239588576
RP11-154H17.1	1.9687678864168603	-0.2610261654987253	0.19201105197699253	-1.3594330264385117	0.17400941162154782	0.34114645876407723
NPHP4	297.9717924556487	-0.055339576366567805	0.031507428850056356	-1.756397725435753	0.07902052096514782	0.20216146781151126
KCNAB2	12399.425065556381	-0.06957930544669146	0.034186765879859374	-2.0352701887979134	0.041823694046188846	0.13242598365480057
CHD5	17.330940167487654	-0.29171608518044817	0.1029740714476249	-2.8329081396846783	0.004612663931625831	0.03126215631434288
RPL22	4425.396732671376	-0.15891732004488332	0.052990878351124475	-2.998956140939511	0.002709063014330611	0.021882374016634645
RNF207	46.634093402122744	-0.2938859068549901	0.11008921599819725	-2.6695249320315138	0.007595863360351365	0.04296534812004666
ICMT	572.3152908972335	-0.0074417427446253	0.03495880398456996	-0.21287177753306205	0.831426976122658	0.9075723229869689
GPR153	145.75114624359423	-0.12015671526793462	0.09595701461534488	-1.2521931382462983	0.2104994957267895	0.3873755607068664
ACOT7	299.81843848480634	-0.228098541574732	0.07784379882693317	-2.9302082505229974	0.003387349095106401	0.025409907113997973
HES2	2.2169917078439823	-0.14666517291450262	0.1680110222869878	-0.8729497084064919	0.3826904903552002	0.568570769598103
ESPN	452.17773870599706	-0.8841640597504	0.12517428501560868	-7.063464030492753	1.624022541183203e-12	6.685652795832989e-10
TNFRSF25	697.9206412284444	-0.2546382537059107	0.0810228765505343	-3.1427945358998923	0.0016734325897966849	0.015982619978630177
PLEKHG5	72.74154405051746	-0.26329743781707937	0.08468388090868266	-3.1091801059637483	0.001876073180197464	0.017189178558547524
NOL9	335.9124555252649	-0.053861110915708395	0.038497229672567884	-1.3990905676542333	0.16178582587270962	0.32570357946311806
TAS1R1	3.550983594497426	-0.01937910146425378	0.14952381437214163	-0.12960545145017635	0.8968785899965889	0.9447553753627984
ZBTB48	2148.718156587649	-0.08232786786541418	0.0369329682903143	-2.2291159274897687	0.02580619242784	0.09594743952032635
KLHL21	5104.207268671935	0.16299398414802083	0.0652067746993416	2.499648002827329	0.01243167590680033	0.059295071040086196
PHF13	640.3606132451787	-0.13529393087003883	0.05979537377158203	-2.262615355275825	0.023659410732157795	0.09035760557449324
THAP3	410.8265531840085	-0.05247316383835126	0.03588330524279912	-1.4623280515353672	0.1436513350760622	0.30118582210757877
DNAJC11	339.5920140176946	-0.10255453608816273	0.038095361030242844	-2.6920478849576344	0.0071014748234756965	0.041296131115472284
CAMTA1	329.4606044387306	-0.14990614507111283	0.03290984189038977	-4.555055158587315	5.237183404200189e-06	0.0003483237552704399
VAMP3	4520.603198012016	0.026283818924590592	0.042075262192584034	0.6246858024148746	0.5321772931105919	0.6982140352547724
RP3-467L1.6	23.72824901502489	-0.05082245048702141	0.06908007794528769	-0.7357034328663243	0.46191120006449704	0.640070438392432
PER3	61.20787286522173	-0.3726724379899439	0.07464299482349986	-4.992731586817515	5.953126482447658e-07	6.680483430578055e-05
UTS2	33.4293487491923	0.16726930922138042	0.17521441452531758	0.9546549561834757	0.3397522157312455	0.5286751858308025
TNFRSF9	295.17036920088384	-0.19146483640167425	0.07462595959874578	-2.5656599584267474	0.01029797271741155	0.0522714061593613
RP5-892F13.2	2.5342577118800946	0.10575555253901939	0.1536303510427268	0.6883766900305218	0.49121559891382294	0.6643681236697264
PARK7	2988.050319238045	-0.0933049724425509	0.03415362350621616	-2.731920155574967	0.006296639847331741	0.03835554987337789
ERRFI1	230.78184946261408	-0.025346811110288015	0.10807263336419605	-0.23453496339698976	0.8145696931208853	0.8970150832462548
SLC45A1	18.941712057250044	-0.20104214312302035	0.08120781696945815	-2.4756501359792895	0.013299383182267687	0.062045598328058914
RERE	5098.357464111475	0.17001683129659637	0.059847746999474136	2.8408225843170043	0.004499733802194785	0.030723518442952496
RP5-1115A15.1	81.30523075584925	0.2486253765830099	0.09996431959537029	2.4871411878696428	0.012877428162020036	0.06074167369114034
ENO1	46609.4390000132	-0.09816302551227062	0.05465882527752288	-1.795922708068843	0.07250681039451604	0.19114995161641377
ENO1-IT1	38.62388343892511	-0.0868239646377019	0.14539896824045748	-0.5971429212215207	0.5504119637693763	0.7127764886172835
ENO1-AS1	2.363861233472872	0.17187552998761962	0.12988919421935197	1.323247334165171	0.18575313955450734	0.35634843972798286
HMGN2P17	3.1294211851026486	0.060945309770859005	0.1083308773379721	0.5625848443996352	0.5737176145056525	0.7311799029384288
RP3-477M7.5	9.323311325481523	0.1524526954016641	0.1195460381290812	1.2752634699365908	0.2022160028645399	0.3771823685959393
CA6	10.630625694479313	0.2692462891345502	0.1253087888872305	2.148662448384636	0.03166116746759919	0.10980010103469366
SLC2A5	534.5120047609847	0.22442311831801112	0.11974751110021055	1.8741359737339587	0.06091168615047466	0.1702351740630604
GPR157	99.00867046808133	0.2136819300604587	0.05846347883468588	3.6549643353361834	0.00025721773246430304	0.004684658884859011
MIR34AHG	10.651201925700722	0.1708549253406045	0.09403385862757974	1.8169511262669111	0.06922459720531442	0.18544549618212636
LINC01759	1.908089367488444	0.3155420363289256	0.18024951834471306	1.7505846297213188	0.0800174847516153	0.2039907626963825
H6PD	3068.738988607168	0.14982574284126424	0.058275631273473	2.5709844675584788	0.01014098751203274	0.05174720959065104
SPSB1	98.03467340867915	0.11017388491917458	0.06690195766768292	1.646796129142185	0.09959995727199017	0.23518079309565953
SLC25A33	109.50157596276223	-0.060967419405564195	0.04316249493712886	-1.412509158573207	0.15780009591599453	0.3201784357630816
RP13-15M17.1	1.788642936336892	-0.13371295610493292	0.1473536473006394	-0.9074288865895801	0.36418003950709565	0.5516766148528691
TMEM201	144.6325183898836	-0.07685341976103015	0.05703071232343807	-1.3475795168955917	0.17779366228511295	0.34603243460056177
PIK3CD	16710.24565950728	0.16168896120994192	0.05674417836599243	2.8494369971677016	0.004379667895620613	0.03013640643911624
PIK3CD-AS1	230.60280559286275	0.17170913768845697	0.10687056672557078	1.6067018539293694	0.10811978674812732	0.24865884686814063
RP11-558F24.2	1.7568794232042	0.12348915233790571	0.18954742656155354	0.6514947450252189	0.5147271682066549	0.683313670561659
PIK3CD-AS2	8.810754164108237	0.13481276525183436	0.09028645064993629	1.493167183795252	0.1353934298346731	0.2889256344769407
CLSTN1	1652.6062165010112	-0.14880513043434979	0.06378987356042083	-2.33273907171808	0.019661844196862403	0.07998359629998167
CTNNBIP1	476.0232184830096	-0.06795957504491765	0.030557111945990836	-2.224018263409023	0.026147215490558765	0.09671836781844641
LZIC	366.7738780240849	0.048742734589526875	0.03509163185508676	1.3890130499149556	0.1648287818159887	0.32969898830697514
RP11-84A14.4	3.533876115450217	-0.07707587914224982	0.10492281294129358	-0.7345960042586289	0.4625855722124178	0.6405523462160307
NMNAT1	359.9309192254505	0.08756397425814712	0.08742251538180149	1.0016181057674653	0.31652807295662067	0.5057961745980043
RN7SKP269	4.226384701629251	-0.021866429211782213	0.0902673909618392	-0.2422406250893671	0.8085937179855012	0.8936261145262583
RBP7	691.9007130828388	0.0322082213597259	0.08542880123319717	0.3770182993883562	0.7061600057491633	0.8255879379754576
UBE4B	1631.9428449969873	0.06464416319248713	0.03657982525509372	1.7672080919382045	0.0771933850216716	0.1991653520836236
KIF1B	3289.8453726346784	0.2506701990346681	0.06413273894385313	3.9086152121792987	9.282667646704535e-05	0.002422319731151521
PGD	51207.80387479588	0.10760168966056173	0.08420350187559467	1.277876659091167	0.20129291916319036	0.37595987412855886
CENPS	32.23168038011729	0.03729595695228628	0.06513514144847508	0.5725934744732091	0.5669199790856518	0.7258095625001667
CORT	18.38523145664123	-0.30184134229414294	0.0992164554187794	-3.0422508143443645	0.0023481614640519354	0.01989604374633359
DFFA	450.8167340162212	-0.051513535410984225	0.026097109536543255	-1.9739172776529472	0.04839114983177704	0.14575949092132462
PEX14	531.37066619592	-0.16754072123420383	0.04649906925760228	-3.6030983825942298	0.00031444644261905574	0.005294172381503079
CASZ1	245.91673930375399	-0.20484213836879697	0.05602145204599246	-3.6564946263910794	0.0002556877686819992	0.004660348742610758
RP4-734G22.3	113.52965806956617	-0.32226860164350807	0.082518453092083	-3.9054125418939445	9.406477434329636e-05	0.0024466063365957374
C1orf127	11.737704293631449	-0.26573381591075246	0.09678629661620759	-2.745572722598143	0.006040537810156344	0.037355586970500655
TARDBP	2347.759259396672	-0.009372033775848889	0.021463310538654093	-0.43665369137582183	0.6623625180764612	0.7959751293025147
MASP2	39.71600516508751	0.2618184511436663	0.11355122276894496	2.3057299142997065	0.021125728510288263	0.08369703116164035
RP4-635E18.8	118.31565417396051	0.1370105483967168	0.07227661331046457	1.8956415100440205	0.05800746438646465	0.1647881293462958
SRM	861.4244258914287	-0.11916782675194687	0.046364063427459884	-2.5702627842012604	0.010162139678535773	0.05179112254096022
EXOSC10	1255.9544800854812	-0.11617356245869064	0.04277488353020198	-2.7159293695484688	0.00660900159070916	0.03935240174098818
RP4-635E18.7	83.19821356340184	-0.10352740344607961	0.06532600562260554	-1.584780861149955	0.1130161322951678	0.2564125988988713
RP4-635E18.6	1.9745217537966233	-0.227063516301702	0.14713063539172258	-1.5432782961696934	0.12276326729552574	0.2708323508468325
MTOR	1018.2260274254228	-0.028201570381689973	0.03064853711018102	-0.9201604070140692	0.3574889411031609	0.5453636546061764
ANGPTL7	7.439293830281413	-0.39196836747756486	0.14378150951219446	-2.7261389090112527	0.006408002402247909	0.03875732331559549
UBIAD1	387.3663928928526	-0.005962530588300879	0.03592202520691742	-0.1659853684182786	0.8681684647536964	0.9273591210541765
DISP3	11.78031899232565	-0.32269695930241227	0.10920861361814801	-2.9548672820876036	0.0031280358108082902	0.02414746558508553
FBXO2	124.64666919394337	-0.09296516388421075	0.09348362470473527	-0.9944539931762161	0.32000189298532467	0.5091414139275403
FBXO44	976.6503381096895	-0.12434722746087452	0.06449135762271525	-1.9281223414201585	0.053839910679781174	0.15665281691596963
FBXO6	819.6554490200127	0.10101434498211434	0.04801095974951671	2.1039851215040786	0.03537974489113666	0.11835604638951609
MAD2L2	1352.6441767974356	-0.03236332969396803	0.04478056203888505	-0.7227093234306761	0.4698584863009947	0.6464310617925008
DRAXIN	145.13633906583462	-0.06658230523800453	0.0974967248238556	-0.6829183786255053	0.49465841991685355	0.6671350594416354
AGTRAP	13891.595869572198	0.08283729914974026	0.0823721764834027	1.00564659920612	0.31458559943458064	0.5039828474033469
C1orf167	3.544139375154521	0.44826254293366885	0.13397404906361027	3.3458908353276375	0.0008201867936336896	0.01000694944894819
MTHFR	1302.560692609892	-0.08646741964296005	0.032069656932156514	-2.696237749779557	0.007012759359418651	0.04100876692664804
CLCN6	627.928714875674	-0.11682491808223093	0.04348655282536837	-2.6864607675704244	0.007221342818702546	0.04171636293038417
NPPA-AS1	27.647763998417886	-0.1296945580842938	0.06478527728924256	-2.0019140692298816	0.045293974231677206	0.13952834766220573
NPPA	74.47871973095178	-0.4548164783863766	0.11931654436219295	-3.811847559092495	0.00013793193690346344	0.0031455595582082106
NPPB	6.861656445600784	0.015136619009353921	0.2125292705109543	0.07122133799717598	0.9432215992724514	0.9694576619665517
KIAA2013	4913.418606711248	0.004350760264253211	0.07409720883515437	0.05871692513995282	0.9531775782843309	0.974732152841448
PLOD1	4127.561043997933	-0.052380411779004585	0.055281000809675844	-0.9475300919269253	0.34336872990005385	0.532435899333194
